iter	Passed	Remaining
180	5459	9621
181	5489	9591
182	5520	9562
183	5551	9533
184	5581	9502
185	5592	9440
186	5620	9407
187	5648	9374
188	5679	9345
189	5709	9315
190	5739	9285
191	5769	9255
192	5800	9226
193	5811	9166
194	5838	9131
195	5870	9105
196	5901	9077
197	5930	9044
198	5945	8992
199	5978	8967
200	6009	8940
201	6040	8910
202	6071	8882
203	6100	8851
204	6131	8823
205	6146	8771
206	6174	8739
207	6204	8709
208	6235	8681
209	6265	8652
210	6296	8624
211	6329	8598
212	6359	8568
213	6389	8539
214	6419	8509
215	6448	8479
216	6479	8449
217	6510	8421
218	6538	8389
219	6567	8358
220	6597	8329
221	6626	8298
222	6658	8271
223	6689	8242
224	6720	8214
225	6749	8182
226	6780	8154
227	6810	8124
228	6839	8093
229	6869	8064
230	6900	8035
231	6931	8006
232	6963	7979
233	6994	7950
234	7025	7921
235	7054	7892
236	7084	7861
237	7115	7832
238	7145	7803
239	7175	7773
240	7205	7743
241	7235	7714
242	7265	7683
243	7291	7649
244	7320	7619
245	7351	7590
246	7379	7558
247	7408	7527
248	7438	7497
249	7469	7469
250	7496	7436
251	7525	7406
252	7554	7375
253	7588	7349
254	7617	7318
255	7647	7288
256	7675	7257
257	7706	7228
258	7736	7198
259	7766	7168
260	7794	7137
261	7824	7107
262	7853	7076
263	7882	7046
264	7911	7015
265	7940	6985
266	7969	6954
267	7998	6924
268	8028	6894
269	8059	6865
270	8087	6834
271	8118	6805
272	8148	6775
273	8178	6745
274	8208	6715
275	8238	6686
276	8268	6656
277	8299	6627
278	8330	6599
279	8360	6569
280	8389	6538
281	8419	6508
282	8448	6478
283	8476	6447
284	8504	6415
285	8533	6385
286	8559	6352
287	8585	6319
288	8614	6289
289	8642	6258
290	8670	6227
291	8699	6197
292	8727	6165
293	8757	6135
294	8787	6106
295	8816	6075
296	8846	6046
297	8874	6015
298	8902	5984
299	8932	5955
300	8961	5924
301	8992	5895
302	9022	5866
303	9051	5835
304	9081	5806
305	9112	5777
306	9144	5748
307	9174	5719
308	9209	5692
309	9237	5661
310	9269	5632
311	9299	5603
312	9329	5573
313	9360	5545
314	9391	5515
315	9420	5485
316	9450	5455
317	9481	5426
318	9510	5396
319	9538	5365
320	9569	5336
321	9599	5306
322	9630	5277
323	9661	5248
324	9692	5219
325	9720	5188
326	9749	5157
327	9777	5127
328	9806	5096
329	9836	5067
330	9866	5037
331	9896	5007
332	9927	4978
333	9958	4949
334	9990	4920
335	10020	4890
336	10051	4861
337	10081	4832
338	10112	4802
339	10142	4772
340	10173	4743
341	10202	4713
342	10231	4683
343	10260	4653
344	10291	4623
345	10323	4594
346	10353	4565
347	10382	4534
348	10413	4505
349	10443	4475
350	10474	4446
351	10504	4416
352	10534	4386
353	10565	4357
354	10595	4327
355	10625	4297
356	10653	4267
357	10711	4248
358	10771	4230
359	10820	4208
360	10864	4183
361	10907	4157
362	10942	4129
363	10978	4101
364	11008	4071
365	11040	4042
366	11073	4013
367	11108	3984
368	11139	3954
369	11166	3923
370	11193	3892
371	11223	3861
372	11250	3830
373	11278	3799
374	11308	3769
375	11338	3739
376	11368	3708
377	11396	3678
378	11424	3647
379	11453	3616
380	11480	3585
381	11513	3556
382	11544	3526
383	11572	3496
384	11602	3465
385	11631	3435
386	11660	3404
387	11688	3373
388	11716	3343
389	11746	3313
390	11776	3282
391	11805	3252
392	11834	3222
393	11858	3190
394	11887	3160
395	11916	3129
396	11946	3099
397	11974	3068
398	12005	3038
399	12061	3015
400	12107	2989
401	12178	2968
402	12240	2946
403	12293	2921
404	12331	2892
405	12366	2863
406	12397	2832
407	12426	2801
408	12454	2771
409	12488	2741
410	12513	2709
411	12541	2678
412	12569	2647
413	12598	2617
414	12629	2586
415	12657	2555
416	12686	2525
417	12716	2494
418	12747	2464
419	12776	2433
420	12805	2402
421	12837	2372
422	12865	2342
423	12895	2311
424	12922	2280
425	12951	2249
426	12981	2219
427	13013	2189
428	13039	2158
429	13070	2127
430	13099	2097
431	13127	2066
432	13156	2035
433	13186	2005
434	13214	1974
435	13242	1943
436	13271	1913
437	13298	1882
438	13326	1851
439	13355	1821
440	13383	1790
441	13414	1760
442	13442	1729
443	13471	1699
444	13499	1668
445	13528	1638
446	13558	1607
447	13586	1576
448	13614	1546
449	13644	1516
450	13671	1485
451	13699	1454
452	13729	1424
453	13759	1394
454	13788	1363
455	13817	1333
456	13846	1302
457	13876	1272
458	13905	1242
459	13935	1211
460	13964	1181
461	13995	1151
462	14026	1120
463	14056	1090
464	14084	1060
465	14113	1029
466	14141	999
467	14172	969
468	14201	938
469	14231	908
470	14260	878
471	14290	847
472	14318	817
473	14346	786
474	14375	756
475	14406	726
476	14434	696
477	14464	665
478	14493	635
479	14524	605
480	14554	574
481	14586	544
482	14614	514
483	14645	484
484	14676	453
485	14709	423
486	14741	393
487	14789	363
488	14819	333
489	14848	303
490	14876	272
491	14907	242
492	14940	212
493	14969	181
494	14999	151
495	15029	121
496	15059	90
497	15090	60
498	15120	30
499	15150	0
