iter	Accuracy	Logloss
270	0.8437284235	0.3561671545
271	0.8430379747	0.3560746588
272	0.8430379747	0.3558765156
273	0.8432681243	0.3556580327
274	0.8437284235	0.3549725083
275	0.8432681243	0.3545997508
276	0.8437284235	0.354560584
277	0.8439585731	0.3544420103
278	0.8439585731	0.3542690975
279	0.8448791715	0.3535854475
280	0.8444188723	0.3534747677
281	0.8451093211	0.3531970822
282	0.8453394707	0.3531641798
283	0.8455696203	0.3528004135
284	0.8448791715	0.3526514416
285	0.8451093211	0.3526105972
286	0.8451093211	0.3525167696
287	0.8453394707	0.3524919405
288	0.8451093211	0.3523812931
289	0.8457997699	0.3520340892
290	0.8457997699	0.351988793
291	0.8457997699	0.3517936553
292	0.846260069	0.3515684584
293	0.8457997699	0.3515238819
294	0.8464902186	0.3512823627
295	0.847410817	0.3511320423
296	0.847410817	0.3507288128
297	0.8471806674	0.3503888785
298	0.8476409666	0.3498262947
299	0.8476409666	0.3496995568
300	0.8487917146	0.3495221083
301	0.8490218642	0.3494110047
302	0.8492520138	0.3490995482
303	0.848561565	0.3487699813
304	0.848561565	0.3485395636
305	0.8490218642	0.3482071818
306	0.8492520138	0.3477423494
307	0.8483314154	0.3474771893
308	0.8487917146	0.347418221
309	0.8494821634	0.3471335335
310	0.8499424626	0.3468378425
311	0.8501726122	0.3466303709
312	0.8504027618	0.3462331803
313	0.8506329114	0.3462251077
314	0.8506329114	0.3460540989
315	0.8510932106	0.3457808606
316	0.8506329114	0.3455234804
317	0.8510932106	0.3453302642
318	0.8517836594	0.3451570807
319	0.8524741082	0.3449444648
320	0.8517836594	0.3446813105
321	0.8524741082	0.3443772028
322	0.8529344074	0.3441421624
323	0.8538550058	0.3439936201
324	0.8538550058	0.3439796144
325	0.853164557	0.3437348872
326	0.853164557	0.343555539
327	0.8533947066	0.3433131552
328	0.8540851554	0.3428908557
329	0.8536248562	0.342699272
330	0.8536248562	0.3425655313
331	0.8540851554	0.3424692781
332	0.8543153049	0.3422310198
333	0.8547756041	0.3419088381
334	0.8550057537	0.3418797784
335	0.8550057537	0.3417042938
336	0.8550057537	0.3415717215
337	0.8554660529	0.3412504094
338	0.8559263521	0.3409137815
339	0.8559263521	0.3406485524
340	0.8568469505	0.3404884696
341	0.8566168009	0.3401059371
342	0.8568469505	0.339746459
343	0.8568469505	0.3395293139
344	0.8566168009	0.3393306677
345	0.8568469505	0.3389713849
346	0.8568469505	0.3386827967
347	0.8568469505	0.3384359351
348	0.8573072497	0.3381222132
349	0.8575373993	0.3380311154
350	0.8573072497	0.3373641698
351	0.8568469505	0.3370288875
352	0.8570771001	0.3366920932
353	0.8570771001	0.3364667808
354	0.8575373993	0.3361245769
355	0.8573072497	0.3360185453
356	0.8577675489	0.3358762432
357	0.8577675489	0.3358465195
358	0.8577675489	0.3357171603
359	0.8579976985	0.335562202
360	0.8579976985	0.3353427964
361	0.8579976985	0.3352663587
362	0.8577675489	0.3350806505
363	0.8579976985	0.3350416434
364	0.8577675489	0.3349402015
365	0.8577675489	0.334792274
366	0.8582278481	0.3344996019
367	0.8579976985	0.3341379514
368	0.8579976985	0.3339294488
369	0.8582278481	0.3337860346
370	0.8582278481	0.333527606
371	0.8586881473	0.3334348195
372	0.8591484465	0.3330905463
373	0.8591484465	0.3328065086
374	0.8589182969	0.3325589458
375	0.8591484465	0.3323206308
376	0.8602991945	0.3319901832
377	0.8602991945	0.331679547
378	0.8602991945	0.3315293321
379	0.8602991945	0.3313258538
380	0.8607594937	0.3309169564
381	0.8605293441	0.3307769285
382	0.8605293441	0.3305350156
383	0.8609896433	0.330419418
384	0.8614499425	0.3300209713
385	0.8619102417	0.3297678679
386	0.8623705409	0.3294274218
387	0.8623705409	0.3292878183
388	0.8621403913	0.3291943557
389	0.8623705409	0.3290209867
390	0.86283084	0.3287701886
391	0.8630609896	0.3285772948
392	0.8630609896	0.3283211724
393	0.8632911392	0.3280991486
394	0.8637514384	0.3279131804
395	0.8637514384	0.3276215129
396	0.8642117376	0.3274039232
397	0.8644418872	0.3272688338
398	0.8637514384	0.3270370528
399	0.863981588	0.3269790177
400	0.863981588	0.3268489972
401	0.863981588	0.3267766055
402	0.8646720368	0.3265579974
403	0.8644418872	0.326301273
404	0.8649021864	0.3261646219
405	0.8649021864	0.3260523236
406	0.8653624856	0.3259927427
407	0.8653624856	0.3257744564
408	0.8653624856	0.3254936342
409	0.8653624856	0.3253842349
410	0.8655926352	0.324821856
411	0.8655926352	0.3246043437
412	0.8658227848	0.3244882164
413	0.8655926352	0.3243671953
414	0.8655926352	0.3242814247
415	0.8655926352	0.3240427238
416	0.8658227848	0.3237497297
417	0.8660529344	0.3236592033
418	0.866283084	0.3235733588
419	0.866283084	0.3234028086
420	0.8669735328	0.3229481172
421	0.8672036824	0.3228664381
422	0.8669735328	0.322757658
423	0.867433832	0.3225643035
424	0.867433832	0.3224894185
425	0.8676639816	0.3224086168
426	0.867433832	0.3220937241
427	0.8676639816	0.322002333
428	0.8688147296	0.321705131
429	0.86858458	0.3214146334
430	0.86858458	0.3213330073
431	0.8683544304	0.3211226183
432	0.86858458	0.3208702498
433	0.8690448792	0.3204982791
434	0.8690448792	0.3201871868
435	0.8690448792	0.3200231966
436	0.8688147296	0.3199886727
437	0.8688147296	0.3198728916
438	0.8701956272	0.319628773
439	0.8701956272	0.3193809091
440	0.8699654776	0.3191127549
441	0.8699654776	0.3190142435
442	0.8699654776	0.3188389263
443	0.8699654776	0.3187252193
444	0.8704257768	0.3185784221
445	0.8706559264	0.318428571
446	0.8704257768	0.318198753
447	0.8701956272	0.3180894123
448	0.8701956272	0.3179812796
449	0.8701956272	0.317632524
450	0.8701956272	0.3175587246
451	0.8704257768	0.3174067552
452	0.8701956272	0.3173438692
453	0.8701956272	0.3172313645
454	0.8706559264	0.3169354126
455	0.8706559264	0.3166419506
456	0.8708860759	0.3164499597
457	0.8708860759	0.3163304568
458	0.8708860759	0.31612856
459	0.8711162255	0.3157927616
460	0.8718066743	0.3153355099
461	0.8722669735	0.3149872114
462	0.8722669735	0.3149187396
463	0.8718066743	0.31471188
464	0.8722669735	0.3144770999
465	0.8729574223	0.3141040715
466	0.8727272727	0.3139960153
467	0.8729574223	0.3138816325
468	0.8734177215	0.313732207
469	0.8736478711	0.313501897
470	0.8741081703	0.313255699
471	0.8741081703	0.3129246775
472	0.8743383199	0.3127952285
473	0.8745684695	0.3125953533
474	0.8745684695	0.3124085595
475	0.8752589183	0.3122348899
476	0.8761795167	0.3119714504
477	0.8761795167	0.3117644268
478	0.8761795167	0.3114997105
479	0.8761795167	0.3114393653
480	0.8764096663	0.3111543119
481	0.8768699655	0.3109347131
482	0.8764096663	0.3104659335
483	0.8761795167	0.3103939107
484	0.8764096663	0.3102863912
485	0.8766398159	0.3101284138
486	0.8768699655	0.3100237647
487	0.8766398159	0.3098409081
488	0.8771001151	0.3097412193
489	0.8771001151	0.3097202507
490	0.8771001151	0.3094617161
491	0.8773302647	0.3092433252
492	0.8773302647	0.3090825046
493	0.8773302647	0.3087696565
494	0.8775604143	0.3085633417
495	0.8775604143	0.30827776
496	0.8775604143	0.3081833888
497	0.8777905639	0.3079863798
498	0.8775604143	0.3078613329
499	0.8775604143	0.3077014334
