iter	Passed	Remaining
336	10519	5087
337	10549	5056
338	10580	5025
339	10610	4993
340	10641	4961
341	10674	4931
342	10705	4900
343	10735	4868
344	10766	4837
345	10796	4805
346	10825	4773
347	10855	4741
348	10885	4709
349	10915	4678
350	10946	4646
351	10978	4615
352	11009	4584
353	11040	4553
354	11069	4521
355	11100	4490
356	11131	4458
357	11161	4427
358	11191	4395
359	11221	4363
360	11251	4332
361	11283	4301
362	11312	4269
363	11341	4237
364	11372	4206
365	11403	4175
366	11433	4143
367	11464	4112
368	11493	4080
369	11524	4049
370	11553	4017
371	11584	3985
372	11614	3954
373	11644	3923
374	11676	3892
375	11705	3860
376	11736	3829
377	11765	3797
378	11797	3766
379	11827	3734
380	11858	3703
381	11889	3672
382	11922	3642
383	11952	3610
384	11982	3579
385	12012	3547
386	12043	3516
387	12071	3484
388	12101	3453
389	12133	3422
390	12165	3391
391	12198	3360
392	12227	3329
393	12258	3297
394	12290	3267
395	12321	3235
396	12353	3205
397	12382	3173
398	12414	3142
399	12446	3111
400	12477	3080
401	12508	3049
402	12539	3018
403	12570	2987
404	12601	2955
405	12630	2924
406	12664	2893
407	12693	2862
408	12724	2831
409	12756	2800
410	12786	2768
411	12816	2737
412	12846	2706
413	12877	2674
414	12907	2643
415	12936	2612
416	12971	2581
417	13003	2550
418	13034	2519
419	13067	2489
420	13098	2457
421	13128	2426
422	13160	2395
423	13191	2364
424	13222	2333
425	13251	2301
426	13281	2270
427	13313	2239
428	13346	2208
429	13376	2177
430	13407	2146
431	13437	2115
432	13468	2084
433	13499	2052
434	13530	2021
435	13560	1990
436	13592	1959
437	13623	1928
438	13656	1897
439	13687	1866
440	13718	1835
441	13749	1804
442	13779	1772
443	13809	1741
444	13839	1710
445	13869	1679
446	13899	1648
447	13929	1616
448	13958	1585
449	13990	1554
450	14021	1523
451	14052	1492
452	14081	1461
453	14113	1429
454	14143	1398
455	14174	1367
456	14206	1336
457	14236	1305
458	14266	1274
459	14297	1243
460	14327	1212
461	14359	1181
462	14390	1149
463	14422	1118
464	14453	1087
465	14483	1056
466	14514	1025
467	14543	994
468	14575	963
469	14605	932
470	14638	901
471	14668	870
472	14700	839
473	14729	807
474	14773	777
475	14803	746
476	14832	715
477	14867	684
478	14895	653
479	14924	621
480	14954	590
481	14985	559
482	15015	528
483	15045	497
484	15074	466
485	15103	435
486	15133	403
487	15160	372
488	15189	341
489	15218	310
490	15249	279
491	15278	248
492	15309	217
493	15338	186
494	15370	155
495	15402	124
496	15432	93
497	15461	62
498	15491	31
499	15520	0
