iter	Accuracy	Logloss
62	0.888633226	0.2671553437
63	0.8872526461	0.2664215301
64	0.888633226	0.2658030826
65	0.893695352	0.262095755
66	0.8934652554	0.2601396707
67	0.8964565117	0.2575929604
68	0.8976069949	0.2567300147
69	0.8971468017	0.2553990971
70	0.8982972849	0.2545569072
71	0.9003681546	0.2528714957
72	0.9022089277	0.2503854715
73	0.9038196042	0.2469791835
74	0.9035895076	0.2463654322
75	0.9031293143	0.2449724545
76	0.9028992177	0.2449074215
77	0.9068108606	0.2425542049
78	0.9075011505	0.2408549165
79	0.9075011505	0.2400537181
80	0.9088817303	0.2396464017
81	0.9107225035	0.2376763658
82	0.9107225035	0.2368745812
83	0.9118729867	0.2353247454
84	0.9127933732	0.2340794602
85	0.9150943396	0.2322558331
86	0.9146341463	0.2317552922
87	0.9134836631	0.230681023
88	0.9125632766	0.2294601675
89	0.9123331799	0.2284360592
90	0.9137137598	0.2266242993
91	0.9137137598	0.2254077546
92	0.9160147262	0.2236656648
93	0.9171652094	0.2227943424
94	0.917395306	0.2213065603
95	0.9187758859	0.2187879267
96	0.9213069489	0.2158892009
97	0.9236079153	0.2128926262
98	0.9245283019	0.2110414215
99	0.9249884952	0.2093851327
100	0.9265991717	0.2073735598
101	0.926369075	0.2056698485
102	0.9252185918	0.2047102911
103	0.9256787851	0.2044574795
104	0.9256787851	0.2029996163
105	0.9270593649	0.202637742
106	0.9268292683	0.2024990043
107	0.9268292683	0.2020656024
108	0.9279797515	0.2010002437
109	0.9268292683	0.2005107331
110	0.926369075	0.2003561019
111	0.9282098481	0.1990803735
112	0.9284399448	0.1982614158
113	0.9293603313	0.1974911712
114	0.9302807179	0.1955801271
115	0.9305108145	0.1936733471
116	0.9314312011	0.1925148993
117	0.9328117809	0.1913516815
118	0.9330418776	0.1903616005
119	0.9328117809	0.1899296956
120	0.9323515877	0.1891171247
121	0.9330418776	0.1879978808
122	0.9339622642	0.1868262158
123	0.9325816843	0.1866565084
124	0.9341923608	0.1850096435
125	0.9339622642	0.1840513277
126	0.935342844	0.1828209209
127	0.9351127474	0.1816552412
128	0.9355729406	0.1813092691
129	0.9355729406	0.1794458059
130	0.9367234238	0.1775403878
131	0.9390243902	0.1757367092
132	0.9390243902	0.175160467
133	0.9399447768	0.1742848819
134	0.9424758399	0.1728474656
135	0.9431661298	0.1718846355
136	0.9429360331	0.1715654325
137	0.9429360331	0.1711479527
138	0.9422457432	0.1694271089
139	0.9431661298	0.1672463897
140	0.9440865163	0.1663358692
141	0.9452369995	0.1651414458
142	0.9454670962	0.1643368085
143	0.9466175794	0.1634956357
144	0.9482282559	0.1625058347
145	0.9489185458	0.1619529913
146	0.9484583525	0.161270706
147	0.9486884491	0.160393995
148	0.9491486424	0.1598808944
149	0.9493787391	0.1596880398
150	0.9493787391	0.1594344855
151	0.9496088357	0.1591970756
152	0.9498389324	0.1579693415
153	0.9496088357	0.1569185981
154	0.9498389324	0.1559624671
155	0.9507593189	0.155276145
156	0.9514496088	0.1545898743
157	0.9514496088	0.1542579469
158	0.9523699954	0.1539260326
159	0.952600092	0.1534038416
160	0.9530602853	0.1529126903
161	0.955821445	0.151259059
162	0.9569719282	0.1498710955
163	0.9567418316	0.1494471928
164	0.9581224114	0.1484510382
165	0.9592728946	0.1469950685
166	0.9583525081	0.1461288458
167	0.9583525081	0.145924257
168	0.9585826047	0.1452949364
169	0.9597330879	0.1440988155
170	0.9604233778	0.1439105636
171	0.9604233778	0.1436662503
172	0.9604233778	0.1428310849
173	0.9622641509	0.1418854836
174	0.9629544409	0.1412542658
175	0.9636447308	0.1409606278
176	0.9641049241	0.139854851
177	0.9654855039	0.1394596404
178	0.9636447308	0.1385157083
179	0.9634146341	0.1377435146
180	0.964795214	0.1361229152
181	0.9643350207	0.1354785664
182	0.9645651173	0.1352705779
183	0.9645651173	0.1347331414
184	0.9652554073	0.1340801533
185	0.9652554073	0.1339299422
186	0.9650253106	0.1337909431
187	0.9659456972	0.1329753426
188	0.9654855039	0.1321838909
189	0.9657156006	0.1317869281
190	0.9661757938	0.1311356247
191	0.9666359871	0.1302113143
192	0.9664058905	0.1300108165
193	0.9668660838	0.1294778966
194	0.9668660838	0.1290146406
195	0.9670961804	0.1282383948
196	0.968016567	0.1271472744
197	0.9682466636	0.1268439614
198	0.968016567	0.1260232825
199	0.968016567	0.1255635519
200	0.9693971468	0.1241018572
201	0.9696272434	0.123558806
202	0.9689369535	0.1227413687
203	0.9700874367	0.1218302264
204	0.9703175334	0.121162877
205	0.9707777266	0.1203668832
206	0.9707777266	0.1201947867
207	0.9719282098	0.1187817961
208	0.9712379199	0.1185265026
209	0.9714680166	0.1173425693
210	0.9728485964	0.1164615152
211	0.9728485964	0.1158073502
212	0.9728485964	0.1149056439
213	0.9728485964	0.1145745118
214	0.9742291763	0.1139910269
215	0.9742291763	0.1136300216
216	0.9742291763	0.1131953367
217	0.9744592729	0.1126935523
218	0.9756097561	0.1113973192
219	0.9756097561	0.1109336127
220	0.976300046	0.1103111812
221	0.976300046	0.1100216288
222	0.9760699494	0.1095448332
223	0.976300046	0.1090605432
224	0.9767602393	0.1084634012
225	0.9767602393	0.1079459023
226	0.9769903359	0.1077296873
227	0.9774505292	0.1073441144
228	0.9774505292	0.1070351768
229	0.9779107225	0.106779003
230	0.9779107225	0.1064254894
231	0.9779107225	0.1062158211
232	0.9776806259	0.1050334079
233	0.9792913023	0.103638424
234	0.9788311091	0.1022405571
235	0.9792913023	0.1019893792
236	0.9797514956	0.101008764
237	0.9799815923	0.1004052107
238	0.9792913023	0.09998369284
239	0.979521399	0.09982409862
240	0.9799815923	0.09959449651
241	0.9811320755	0.09842494742
242	0.9811320755	0.09819224277
243	0.9813621721	0.09800606237
244	0.9815922688	0.09778151006
245	0.9815922688	0.09642925069
246	0.9818223654	0.09616776654
247	0.9811320755	0.09561904387
248	0.9811320755	0.09557867216
249	0.9818223654	0.09486633737
250	0.9822825587	0.09399548667
251	0.9825126553	0.0928168595
252	0.9829728486	0.09214145277
253	0.9841233318	0.09102604774
254	0.9841233318	0.09008384405
255	0.9843534284	0.08978115869
256	0.9845835251	0.0891463365
257	0.9845835251	0.08881150836
258	0.9848136217	0.08819749005
259	0.9861942016	0.08726151327
260	0.9859641049	0.08672960224
261	0.9859641049	0.08653853432
262	0.9855039116	0.08644427087
263	0.9864242982	0.08617947155
264	0.9857340083	0.08554732916
265	0.9857340083	0.08518044383
266	0.9857340083	0.0847616819
267	0.9859641049	0.08440301811
268	0.9873446848	0.08343237051
269	0.9871145881	0.0832300843
270	0.9871145881	0.08268537818
271	0.9873446848	0.08250337856
272	0.9882650713	0.08181672558
273	0.9880349747	0.08154083178
274	0.9882650713	0.08127624693
275	0.987804878	0.08095986876
276	0.987804878	0.08048709333
277	0.988495168	0.08005716725
278	0.9891854579	0.07946073952
279	0.9891854579	0.07897518657
280	0.9891854579	0.07885710361
281	0.9891854579	0.07840206931
282	0.9896456512	0.07772164658
283	0.9894155545	0.07720030058
284	0.9898757478	0.07697005296
285	0.9901058445	0.07652377124
286	0.9912563277	0.07608629375
287	0.9907961344	0.07583516525
288	0.9907961344	0.07563593214
289	0.9903359411	0.07517586517
290	0.9903359411	0.07466775003
291	0.9907961344	0.07439467478
292	0.9894155545	0.07407521816
293	0.9894155545	0.07403411457
294	0.9894155545	0.0738775705
295	0.9896456512	0.07370802096
296	0.9901058445	0.07355087068
297	0.9901058445	0.07337877563
298	0.9901058445	0.0732734945
299	0.9907961344	0.07270391537
300	0.9907961344	0.07250516316
301	0.9905660377	0.07223832478
302	0.9914864243	0.07169171893
303	0.9914864243	0.07122978889
304	0.9921767142	0.07068880683
305	0.9924068109	0.0706374831
306	0.9921767142	0.07060369895
307	0.9921767142	0.07053117884
308	0.9924068109	0.07031695783
309	0.9921767142	0.07017281866
310	0.9924068109	0.06973375258
311	0.9921767142	0.06950654304
312	0.9917165209	0.06927234656
313	0.9917165209	0.06915773267
314	0.9919466176	0.06888681843
315	0.9919466176	0.06857018006
316	0.9921767142	0.06846609125
317	0.9926369075	0.06827234735
318	0.9928670041	0.06795125707
319	0.9926369075	0.06767268451
320	0.9926369075	0.06745702381
321	0.9928670041	0.06717920994
322	0.9926369075	0.0669110725
323	0.9926369075	0.06684040625
324	0.9933271974	0.06644484035
325	0.9933271974	0.06633666329
326	0.9928670041	0.06600839171
327	0.9926369075	0.06581978743
328	0.9928670041	0.06551564273
329	0.9935572941	0.06538267898
330	0.9933271974	0.06510515557
331	0.9933271974	0.06489269029
332	0.9937873907	0.06455456027
333	0.9935572941	0.06427787863
334	0.9935572941	0.06417953093
335	0.9928670041	0.06349238462
336	0.9928670041	0.06334002961
337	0.9930971008	0.06290826387
338	0.9933271974	0.06255246427
339	0.9930971008	0.06230418797
340	0.9930971008	0.0622148477
341	0.9926369075	0.06178959627
342	0.9930971008	0.06125680869
343	0.9930971008	0.06107702858
344	0.9930971008	0.06081323047
345	0.9930971008	0.06064772343
346	0.9930971008	0.06033203209
347	0.9930971008	0.0600638327
348	0.9933271974	0.05956627452
349	0.9930971008	0.05925605117
350	0.9930971008	0.05906217125
351	0.9930971008	0.05879489303
352	0.9935572941	0.0581787192
353	0.9935572941	0.05808554587
354	0.9935572941	0.05756027298
355	0.9935572941	0.05721257789
356	0.9933271974	0.05685929029
357	0.9933271974	0.05660762628
358	0.9933271974	0.05650348195
359	0.9935572941	0.05635854849
360	0.9933271974	0.05621100288
361	0.9937873907	0.05600202256
362	0.9937873907	0.0558977217
363	0.9940174873	0.05545302108
364	0.9940174873	0.05532687787
365	0.9940174873	0.05498435907
366	0.994247584	0.05483607863
367	0.994247584	0.05466179799
368	0.994247584	0.05436450383
369	0.994247584	0.05425539105
370	0.9937873907	0.05334773005
371	0.994247584	0.05308624018
372	0.9937873907	0.0527293184
373	0.994247584	0.05249388307
374	0.994247584	0.05243500189
375	0.994247584	0.05219538172
376	0.9944776806	0.05207940387
377	0.9944776806	0.05205550794
378	0.994247584	0.05190746493
379	0.9944776806	0.05181186911
380	0.9944776806	0.05172762597
381	0.9951679705	0.05160895965
382	0.9949378739	0.05150644292
383	0.9949378739	0.05130098645
384	0.9949378739	0.05116803704
385	0.9951679705	0.05090173933
386	0.9949378739	0.0505967228
387	0.9949378739	0.05021985883
388	0.9949378739	0.05017845783
389	0.9958582605	0.04999272073
390	0.9958582605	0.04987784669
391	0.9958582605	0.04973862545
392	0.9958582605	0.04957718587
393	0.9958582605	0.04940409422
394	0.9958582605	0.0488002649
395	0.9958582605	0.04844860748
396	0.9958582605	0.04836571332
397	0.9956281638	0.04810547573
398	0.9953980672	0.04784086284
399	0.9956281638	0.04766490151
400	0.9953980672	0.04741926963
401	0.9953980672	0.04730851425
402	0.9953980672	0.047301603
403	0.9951679705	0.04717160169
404	0.9951679705	0.04692371103
405	0.9953980672	0.04679816946
406	0.9951679705	0.04670854424
407	0.9956281638	0.04622844725
408	0.9956281638	0.04618212104
409	0.9953980672	0.04600511817
410	0.9956281638	0.04581963252
411	0.9956281638	0.04568422395
412	0.9953980672	0.04540767938
413	0.9953980672	0.04520549989
414	0.9953980672	0.04516401718
415	0.9953980672	0.04511253696
416	0.9951679705	0.04503247447
417	0.9951679705	0.04491948265
418	0.9956281638	0.04448210498
419	0.9958582605	0.04438746055
420	0.9960883571	0.04429648209
421	0.9963184538	0.04424415372
422	0.9963184538	0.04409288349
423	0.9963184538	0.04402384498
424	0.9963184538	0.04375622015
425	0.9963184538	0.04368613566
426	0.9965485504	0.04345752856
427	0.9965485504	0.0433798465
428	0.9965485504	0.04328150015
429	0.9965485504	0.04318799542
430	0.9963184538	0.04295435693
431	0.9963184538	0.04282902987
432	0.9963184538	0.042756826
433	0.9963184538	0.04266026686
434	0.9963184538	0.04238671408
435	0.9963184538	0.04213760097
436	0.9963184538	0.04206929074
437	0.9963184538	0.04188667922
438	0.9963184538	0.0418120841
439	0.9963184538	0.04163009331
440	0.9963184538	0.04154009635
441	0.9963184538	0.04142596873
442	0.9965485504	0.04116477647
443	0.9972388403	0.04098542265
444	0.9970087437	0.04083445513
445	0.9970087437	0.04074714159
446	0.996778647	0.04063671108
447	0.996778647	0.04050141191
448	0.996778647	0.04048019125
449	0.9965485504	0.04023039836
450	0.996778647	0.04015224971
451	0.996778647	0.04003955813
452	0.996778647	0.0399867241
453	0.996778647	0.0397869166
454	0.9970087437	0.03951615692
455	0.9970087437	0.03938570372
456	0.9970087437	0.03920495754
457	0.9970087437	0.03914513018
458	0.9970087437	0.03909836379
459	0.9970087437	0.03906228936
460	0.9970087437	0.03901195338
461	0.9970087437	0.03893130848
462	0.9970087437	0.03884375337
463	0.9970087437	0.03874619319
464	0.9970087437	0.03852702275
465	0.9970087437	0.03845909861
466	0.9970087437	0.03836180669
467	0.9965485504	0.03818077247
468	0.9965485504	0.03807987911
469	0.9972388403	0.03788109244
470	0.997468937	0.03782311036
471	0.9970087437	0.03766225838
472	0.996778647	0.03756322266
473	0.9970087437	0.03749307664
474	0.997468937	0.03718290197
475	0.997468937	0.03710129422
476	0.997468937	0.03691588779
477	0.9976990336	0.03663884396
478	0.9979291302	0.03655586674
479	0.9976990336	0.03640155698
480	0.9979291302	0.03631109003
481	0.9979291302	0.03595230289
482	0.9981592269	0.03574182868
483	0.9979291302	0.03564875251
484	0.9981592269	0.03535020041
485	0.9979291302	0.03529445429
486	0.9979291302	0.03527679186
487	0.9979291302	0.03513899487
488	0.9979291302	0.03497662091
489	0.9979291302	0.0348882554
490	0.9976990336	0.03469043674
491	0.9976990336	0.03459661705
492	0.9976990336	0.0344087566
493	0.9976990336	0.03431576043
494	0.9976990336	0.03420731989
495	0.9976990336	0.03415253581
496	0.9976990336	0.0340358704
497	0.9976990336	0.03397398025
498	0.9979291302	0.03381084651
499	0.9979291302	0.03369551366
